anno_01,anno_02,anno_03
Revenue.None,Revenue.None,Revenue.None
Macroeconomics.None,Macroeconomics.None,Macroeconomics.None
Profit/Loss.None,Profit/Loss.None,Profit/Loss.None
Macroeconomics.None,,
Revenue.Increase_Revenue,Revenue.Increase_Revenue,Revenue.Increase_Revenue
Revenue.Increase_Revenue,Revenue.None,Revenue.Increase_Revenue
Profit/Loss.Increase_Profit/Loss,,
Macroeconomics.None,Macroeconomics.None,Macroeconomics.None
SecurityValue.None,Macroeconomics.None,Macroeconomics.None
Product/Service.None,Product/Service.None,
SecurityValue.Increase_SecurityValue,,
,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
SecurityValue.Increase_SecurityValue,,SecurityValue.Increase_SecurityValue
Rating.BuyOutperform,Rating.BuyOutperform,Rating.BuyOutperform
Rating.PriceTarget,Rating.PriceTarget,Rating.PriceTarget
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
Macroeconomics.None,Macroeconomics.None,Macroeconomics.None
,Macroeconomics.None,
SalesVolume.None,SalesVolume.Increase_SalesVolume,SalesVolume.None
Product/Service.None,Product/Service.None,
SalesVolume.None,,
,Product/Service.None,
,Product/Service.None,
Product/Service.None,,
,Product/Service.None,Product/Service.None
Product/Service.None,Product/Service.None,Product/Service.None
Product/Service.Launch,Product/Service.Launch,Product/Service.Launch
Product/Service.None,,
Product/Service.None,,
Product/Service.None,SalesVolume.None,SalesVolume.None
,Macroeconomics.None,
SalesVolume.None,SalesVolume.None,SalesVolume.None
SalesVolume.None,SalesVolume.None,SalesVolume.None
Product/Service.None,SalesVolume.None,
Product/Service.None,Product/Service.None,
SalesVolume.None,SalesVolume.None,SalesVolume.None
Merger/Acquisition.None,Merger/Acquisition.None,Merger/Acquisition.None
,Merger/Acquisition.None,Merger/Acquisition.None
SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
CSR/Brand.None,,
,Deal.None,Deal.None
Macroeconomics.None,Legal.Proceeding,Legal.Proceeding
Macroeconomics.None,,
Macroeconomics.None,Macroeconomics.None,Macroeconomics.None
SecurityValue.None,SecurityValue.None,
,Merger/Acquisition.None,
Profit/Loss.None,,
SecurityValue.Increase_SecurityValue,,
,Deal.None,
Merger/Acquisition.None,,Merger/Acquisition.None
SecurityValue.None,Merger/Acquisition.None,Merger/Acquisition.None
Merger/Acquisition.None,Merger/Acquisition.None,Merger/Acquisition.None
Merger/Acquisition.None,Merger/Acquisition.None,Merger/Acquisition.None
Merger/Acquisition.None,,Merger/Acquisition.None
Deal.None,Deal.None,Merger/Acquisition.None
,Merger/Acquisition.None,
SecurityValue.None,SecurityValue.None,
SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
Macroeconomics.None,Macroeconomics.None,Macroeconomics.None
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
Deal.None,,Merger/Acquisition.None
Merger/Acquisition.None,Merger/Acquisition.None,Merger/Acquisition.None
Macroeconomics.None,Macroeconomics.None,Macroeconomics.None
Merger/Acquisition.None,Merger/Acquisition.None,Merger/Acquisition.None
,,Merger/Acquisition.None
Deal.None,Merger/Acquisition.None,Merger/Acquisition.None
,,Merger/Acquisition.None
,,Merger/Acquisition.None
Macroeconomics.None,Macroeconomics.None,Macroeconomics.None
Macroeconomics.None,,Macroeconomics.None
,Merger/Acquisition.None,Merger/Acquisition.None
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
SecurityValue.None,SecurityValue.Stable_SecurityValue,SecurityValue.Stable_SecurityValue
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
SecurityValue.Increase_SecurityValue,,
Merger/Acquisition.None,,
Rating.BuyOutperform,Rating.None,Rating.BuyOutperform
,Rating.PriceTarget,
Rating.PriceTarget,,Rating.PriceTarget
Macroeconomics.None,,
Macroeconomics.None,,
SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
SecurityValue.Decrease_SecurityValue,,
SecurityValue.Decrease_SecurityValue,,
SecurityValue.None,SecurityValue.None,
SecurityValue.Decrease_SecurityValue,SecurityValue.None,SecurityValue.Decrease_SecurityValue
Macroeconomics.None,Macroeconomics.None,
SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
SecurityValue.Decrease_SecurityValue,,
,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
SecurityValue.None,,
SecurityValue.None,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
,,SecurityValue.None
Profit/Loss.Decrease_Profit/Loss,Profit/Loss.Decrease_Profit/Loss,Profit/Loss.Decrease_Profit/Loss
,Legal.Conviction/Settlement,Legal.Conviction/Settlement
Legal.Conviction/Settlement,Legal.Conviction/Settlement,Legal.Conviction/Settlement
Profit/Loss.Increase_Profit/Loss,Profit/Loss.Increase_Profit/Loss,Profit/Loss.Increase_Profit/Loss
Profit/Loss.None,Profit/Loss.None,Profit/Loss.None
Profit/Loss.None,,
,Profit/Loss.None,Profit/Loss.None
,Profit/Loss.None,
Merger/Acquisition.None,Merger/Acquisition.None,
,,Merger/Acquisition.None
,,Merger/Acquisition.None
,Merger/Acquisition.None,
Legal.Conviction/Settlement,Profit/Loss.Decrease_Profit/Loss,Profit/Loss.Decrease_Profit/Loss
Macroeconomics.None,,
Legal.Conviction/Settlement,Legal.Proceeding,Legal.Conviction/Settlement
Expense.Decrease_Expense,Expense.Decrease_Expense,Expense.Decrease_Expense
SecurityValue.Decrease_SecurityValue,,
Profit/Loss.None,Profit/Loss.None,Profit/Loss.None
SecurityValue.None,,
Macroeconomics.None,,
Macroeconomics.None,,FinancialReport.None
Profit/Loss.Increase_Profit/Loss,,
Macroeconomics.None,,
Dividend.Payment,Dividend.YieldRaise,Dividend.YieldRaise
Investment.None,Investment.None,Investment.None
Macroeconomics.None,,
,CSR/Brand.None,
Product/Service.None,,
Profit/Loss.Increase_Profit/Loss,,
Macroeconomics.None,,
Macroeconomics.None,,
,Macroeconomics.None,
FinancialReport.Miss,,
CSR/Brand.None,Legal.Conviction/Settlement,Legal.Conviction/Settlement
Legal.Conviction/Settlement,,
Expense.Decrease_Expense,Expense.Decrease_Expense,Expense.Decrease_Expense
,CSR/Brand.None,
Expense.Decrease_Expense,,Expense.Decrease_Expense
Macroeconomics.None,,
Macroeconomics.None,,
Profit/Loss.None,FinancialReport.None,FinancialReport.None
Profit/Loss.None,FinancialReport.None,FinancialReport.None
Macroeconomics.None,,
Macroeconomics.None,,
,,FinancialReport.None
,,FinancialReport.None
,FinancialReport.None,
,FinancialReport.None,
Macroeconomics.None,,
Profit/Loss.Increase_Profit/Loss,Profit/Loss.Increase_Profit/Loss,Profit/Loss.Increase_Profit/Loss
Legal.Conviction/Settlement,Legal.Conviction/Settlement,Legal.Conviction/Settlement
Revenue.Increase_Revenue,Profit/Loss.Increase_Profit/Loss,Profit/Loss.Increase_Profit/Loss
Financing.None,,
,Dividend.YieldRaise,FinancialReport.None
Financing.None,,
,,FinancialReport.None
,,FinancialReport.None
Financing.None,Expense.Increase_Expense,
Expense.Decrease_Expense,Expense.Decrease_Expense,Expense.Decrease_Expense
Expense.Decrease_Expense,Expense.Decrease_Expense,
Revenue.Increase_Revenue,Revenue.Increase_Revenue,Revenue.Increase_Revenue
Legal.Conviction/Settlement,Legal.Conviction/Settlement,Legal.Conviction/Settlement
Profit/Loss.Decrease_Profit/Loss,Profit/Loss.Decrease_Profit/Loss,Profit/Loss.Decrease_Profit/Loss
Financing.None,Financing.None,
Legal.Conviction/Settlement,Legal.Conviction/Settlement,Legal.Conviction/Settlement
,Legal.Conviction/Settlement,
Financing.None,,
,CSR/Brand.None,
,Macroeconomics.None,
,,Revenue.None
,,Revenue.None
Revenue.Decrease_Revenue,Revenue.Decrease_Revenue,Revenue.Decrease_Revenue
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
Macroeconomics.None,,
,Macroeconomics.None,Macroeconomics.None
Profit/Loss.None,,
SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
Financing.None,,
,FinancialReport.None,Profit/Loss.None
,SecurityValue.None,
SecurityValue.None,,
Macroeconomics.None,,Macroeconomics.None
,Profit/Loss.Decrease_Profit/Loss,Profit/Loss.None
Profit/Loss.Decrease_Profit/Loss,Profit/Loss.None,Profit/Loss.Decrease_Profit/Loss
,,Investment.None
Product/Service.None,Product/Service.None,
Product/Service.None,Product/Service.None,
CSR/Brand.None,,
Product/Service.None,Product/Service.None,
Macroeconomics.None,Macroeconomics.None,
,Macroeconomics.None,
CSR/Brand.None,,
Product/Service.None,Product/Service.None,
Product/Service.None,Product/Service.None,
Product/Service.None,Product/Service.Cancellation/Recall,
CSR/Brand.None,,
Employment.Start,Deal.None,Deal.None
Deal.None,,
Profit/Loss.None,Profit/Loss.None,Profit/Loss.None
Financing.None,Financing.None,Financing.None
Profit/Loss.None,Profit/Loss.None,Profit/Loss.None
Profit/Loss.None,Profit/Loss.None,Profit/Loss.None
CSR/Brand.None,,
Profit/Loss.None,,
Financing.None,,
,Financing.None,
Financing.None,,
SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
Profit/Loss.None,Profit/Loss.None,Profit/Loss.None
CSR/Brand.None,CSR/Brand.None,
SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
,SecurityValue.Decrease_SecurityValue,
,SecurityValue.Decrease_SecurityValue,
Profit/Loss.None,Profit/Loss.None,Profit/Loss.None
,Profit/Loss.None,Profit/Loss.None
Profit/Loss.Decrease_Profit/Loss,,
Profit/Loss.None,Profit/Loss.None,Profit/Loss.None
Legal.Conviction/Settlement,Legal.Conviction/Settlement,
,,Profit/Loss.None
Legal.Conviction/Settlement,Legal.Conviction/Settlement,Profit/Loss.None
Employment.None,Deal.None,Deal.None
Profit/Loss.None,,Profit/Loss.None
,,Profit/Loss.None
,CSR/Brand.None,
Financing.None,Financing.None,
Financing.None,Financing.None,
Financing.None,Financing.None,
Deal.None,,
,Investment.None,
,,Financing.None
Merger/Acquisition.None,Merger/Acquisition.None,Merger/Acquisition.None
Legal.Conviction/Settlement,Legal.Conviction/Settlement,Profit/Loss.None
Financing.None,,
Financing.None,,
Financing.None,Financing.None,
Financing.None,,
Financing.None,Financing.None,
Macroeconomics.None,,
Profit/Loss.None,Profit/Loss.None,Profit/Loss.None
Legal.Conviction/Settlement,Legal.Conviction/Settlement,Legal.Conviction/Settlement
CSR/Brand.None,CSR/Brand.None,
Financing.None,Financing.None,
Employment.None,Deal.None,Deal.None
Deal.None,,
Financing.None,,
Legal.Conviction/Settlement,,Profit/Loss.None
SecurityValue.Increase_SecurityValue,,
,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
Dividend.None,Dividend.None,Dividend.None
SecurityValue.None,FinancialReport.None,FinancialReport.None
,FinancialReport.None,
,,FinancialReport.None
SecurityValue.None,,
SecurityValue.None,FinancialReport.None,FinancialReport.None
SecurityValue.Increase_SecurityValue,SecurityValue.None,
,,SecurityValue.None
,SecurityValue.None,SecurityValue.None
SecurityValue.Decrease_SecurityValue,SecurityValue.None,SecurityValue.None
,SecurityValue.None,SecurityValue.None
,,SecurityValue.None
,,Macroeconomics.None
,SecurityValue.None,SecurityValue.None
,FinancialReport.Beat,
SecurityValue.None,,
Financing.None,Rating.BuyOutperform,Rating.BuyOutperform
Financing.None,Rating.SellUnderperform,Rating.SellUnderperform
Macroeconomics.None,,
SecurityValue.Increase_SecurityValue,,
,SecurityValue.None,SecurityValue.None
,SecurityValue.None,SecurityValue.None
,,SecurityValue.None
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
,SecurityValue.None,SecurityValue.None
,SecurityValue.None,SecurityValue.None
,FinancialReport.None,
SecurityValue.None,,
SecurityValue.None,,
Financing.None,Rating.BuyOutperform,Rating.BuyOutperform
Financing.None,Rating.SellUnderperform,Rating.SellUnderperform
SecurityValue.None,SecurityValue.None,SecurityValue.None
,SecurityValue.None,SecurityValue.None
,,SecurityValue.None
SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
,SecurityValue.None,SecurityValue.None
,FinancialReport.None,
SecurityValue.None,,
SecurityValue.None,,
Financing.None,Rating.BuyOutperform,Rating.BuyOutperform
Financing.None,Rating.SellUnderperform,Rating.SellUnderperform
Macroeconomics.None,,
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
FinancialReport.Miss,,
,FinancialReport.Miss,FinancialReport.Miss
,,FinancialReport.Miss
Financing.None,,
Dividend.None,Dividend.None,Dividend.None
,,FinancialReport.None
None.None,Macroeconomics.None,Macroeconomics.None
Macroeconomics.None,,Macroeconomics.None
,Facility.None,
,,Facility.Open
,,Facility.Open
Product/Service.None,,
,Facility.None,
,,FinancialReport.None
,,FinancialReport.None
,,FinancialReport.None
Macroeconomics.None,,
FinancialReport.None,,
,FinancialReport.None,FinancialReport.None
,,FinancialReport.None
Macroeconomics.None,Macroeconomics.None,
FinancialReport.None,FinancialReport.None,FinancialReport.None
Facility.None,,
,Expense.None,
Facility.Open,,
,FinancialReport.None,
,,FinancialReport.None
,,FinancialReport.None
,FinancialReport.None,
,FinancialReport.None,FinancialReport.None
,,FinancialReport.None
,FinancialReport.None,
,,FinancialReport.None
,,FinancialReport.None
,,FinancialReport.None
Macroeconomics.None,Macroeconomics.None,
Macroeconomics.None,Macroeconomics.None,Macroeconomics.None
Financing.None,FinancialReport.Beat,FinancialReport.None
FinancialReport.Beat,FinancialReport.Beat,
SecurityValue.Increase_SecurityValue,FinancialReport.None,FinancialReport.None
Financing.None,FinancialReport.None,FinancialReport.None
Financing.None,FinancialReport.None,
,,FinancialReport.None
Financing.None,FinancialReport.None,FinancialReport.None
FinancialReport.Miss,FinancialReport.None,FinancialReport.None
Financing.None,FinancialReport.None,FinancialReport.None
Financing.None,FinancialReport.None,FinancialReport.None
,Profit/Loss.Increase_Profit/Loss,Profit/Loss.Increase_Profit/Loss
Profit/Loss.Increase_Profit/Loss,,
Profit/Loss.None,FinancialReport.None,FinancialReport.None
Macroeconomics.None,Macroeconomics.None,Macroeconomics.None
FinancialReport.Miss,FinancialReport.None,FinancialReport.None
Profit/Loss.Increase_Profit/Loss,FinancialReport.Beat,Profit/Loss.Increase_Profit/Loss
Profit/Loss.Increase_Profit/Loss,Profit/Loss.Increase_Profit/Loss,Profit/Loss.Increase_Profit/Loss
Profit/Loss.Increase_Profit/Loss,FinancialReport.Beat,Profit/Loss.Increase_Profit/Loss
Financing.None,FinancialReport.None,
,,FinancialReport.None
SecurityValue.Increase_SecurityValue,FinancialReport.None,
,,FinancialReport.None
Macroeconomics.None,Macroeconomics.None,Macroeconomics.None
,,FinancialReport.None
,,FinancialReport.None
Macroeconomics.None,Macroeconomics.None,
,,Macroeconomics.None
Macroeconomics.None,Macroeconomics.None,
SecurityValue.Increase_SecurityValue,FinancialReport.None,FinancialReport.None
Macroeconomics.None,Macroeconomics.None,Macroeconomics.None
Profit/Loss.Increase_Profit/Loss,Profit/Loss.Increase_Profit/Loss,Profit/Loss.Increase_Profit/Loss
