anno_01,anno_02,anno_03
SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
Facility.Open,Missing,Missing
SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
Missing,Missing,Facility.Open
Macroeconomics.None,Missing,Macroeconomics.None
Missing,SecurityValue.Increase_SecurityValue,Missing
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
Product/Service.Launch,Product/Service.Launch,Product/Service.Launch
Macroeconomics.None,Macroeconomics.None,Macroeconomics.None
Product/Service.None,Missing,Missing
Product/Service.Launch,Missing,Missing
Macroeconomics.None,Macroeconomics.None,Missing
Missing,SalesVolume.None,SalesVolume.None
Missing,SalesVolume.None,SalesVolume.None
Missing,SalesVolume.None,SalesVolume.None
Macroeconomics.None,Macroeconomics.None,Macroeconomics.None
Revenue.None,Revenue.None,Revenue.None
Macroeconomics.None,Macroeconomics.None,Macroeconomics.None
Profit/Loss.None,Profit/Loss.None,Profit/Loss.None
Macroeconomics.None,Missing,Missing
Revenue.Increase_Revenue,Revenue.Increase_Revenue,Revenue.Increase_Revenue
Revenue.Increase_Revenue,Revenue.None,Revenue.Increase_Revenue
Profit/Loss.Increase_Profit/Loss,Missing,Missing
Macroeconomics.None,Macroeconomics.None,Macroeconomics.None
SecurityValue.None,Macroeconomics.None,Macroeconomics.None
Product/Service.None,Product/Service.None,Missing
SecurityValue.Increase_SecurityValue,Missing,Missing
Missing,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
SecurityValue.Increase_SecurityValue,Missing,SecurityValue.Increase_SecurityValue
Rating.BuyOutperform,Rating.BuyOutperform,Rating.BuyOutperform
Rating.PriceTarget,Rating.PriceTarget,Rating.PriceTarget
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
Macroeconomics.None,Macroeconomics.None,Macroeconomics.None
Missing,Macroeconomics.None,Missing
SalesVolume.None,SalesVolume.Increase_SalesVolume,SalesVolume.None
Product/Service.None,Product/Service.None,Missing
SalesVolume.None,Missing,Missing
Missing,Product/Service.None,Missing
Product/Service.None,Missing,Missing
Missing,Product/Service.None,Product/Service.None
Product/Service.None,Product/Service.None,Product/Service.None
Product/Service.Launch,Product/Service.Launch,Product/Service.Launch
Product/Service.None,Missing,Missing
Product/Service.None,Missing,Missing
Product/Service.None,SalesVolume.None,SalesVolume.None
Missing,Macroeconomics.None,Missing
SalesVolume.None,SalesVolume.None,SalesVolume.None
SalesVolume.None,SalesVolume.None,SalesVolume.None
Product/Service.None,SalesVolume.None,Missing
Product/Service.None,Product/Service.None,Missing
SalesVolume.None,SalesVolume.None,SalesVolume.None
Merger/Acquisition.None,Merger/Acquisition.None,Merger/Acquisition.None
Missing,Merger/Acquisition.None,Merger/Acquisition.None
SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
CSR/Brand.None,Missing,Missing
Missing,Deal.None,Deal.None
Macroeconomics.None,Legal.Proceeding,Legal.Proceeding
Macroeconomics.None,Missing,Missing
Macroeconomics.None,Macroeconomics.None,Macroeconomics.None
SecurityValue.None,SecurityValue.None,Missing
Missing,Merger/Acquisition.None,Missing
Profit/Loss.None,Missing,Missing
SecurityValue.Increase_SecurityValue,Missing,Missing
Missing,Deal.None,Missing
Merger/Acquisition.None,Missing,Merger/Acquisition.None
SecurityValue.None,Merger/Acquisition.None,Merger/Acquisition.None
Merger/Acquisition.None,Merger/Acquisition.None,Merger/Acquisition.None
Merger/Acquisition.None,Merger/Acquisition.None,Merger/Acquisition.None
Merger/Acquisition.None,Missing,Merger/Acquisition.None
Deal.None,Deal.None,Merger/Acquisition.None
SecurityValue.None,SecurityValue.None,Missing
SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
Macroeconomics.None,Macroeconomics.None,Macroeconomics.None
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
Deal.None,Missing,Merger/Acquisition.None
Merger/Acquisition.None,Merger/Acquisition.None,Merger/Acquisition.None
Macroeconomics.None,Macroeconomics.None,Macroeconomics.None
Merger/Acquisition.None,Merger/Acquisition.None,Merger/Acquisition.None
Missing,Missing,Merger/Acquisition.None
Deal.None,Merger/Acquisition.None,Merger/Acquisition.None
Missing,Missing,Merger/Acquisition.None
Missing,Missing,Merger/Acquisition.None
Macroeconomics.None,Macroeconomics.None,Macroeconomics.None
Macroeconomics.None,Missing,Macroeconomics.None
Missing,Merger/Acquisition.None,Merger/Acquisition.None
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
SecurityValue.None,SecurityValue.Stable_SecurityValue,SecurityValue.Stable_SecurityValue
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
SecurityValue.Increase_SecurityValue,Missing,Missing
Merger/Acquisition.None,Missing,Missing
Rating.BuyOutperform,Rating.None,Rating.BuyOutperform
Missing,Rating.PriceTarget,Missing
Rating.PriceTarget,Missing,Rating.PriceTarget
Macroeconomics.None,Missing,Missing
Macroeconomics.None,Missing,Missing
SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
SecurityValue.Decrease_SecurityValue,Missing,Missing
SecurityValue.Decrease_SecurityValue,Missing,Missing
SecurityValue.None,SecurityValue.None,Missing
SecurityValue.Decrease_SecurityValue,SecurityValue.None,SecurityValue.Decrease_SecurityValue
Macroeconomics.None,Macroeconomics.None,Missing
SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
SecurityValue.Decrease_SecurityValue,Missing,Missing
Missing,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
SecurityValue.None,Missing,Missing
SecurityValue.None,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
Missing,Missing,SecurityValue.None
Profit/Loss.Decrease_Profit/Loss,Profit/Loss.Decrease_Profit/Loss,Profit/Loss.Decrease_Profit/Loss
Missing,Legal.Conviction/Settlement,Legal.Conviction/Settlement
Legal.Conviction/Settlement,Legal.Conviction/Settlement,Legal.Conviction/Settlement
Profit/Loss.Increase_Profit/Loss,Profit/Loss.Increase_Profit/Loss,Profit/Loss.Increase_Profit/Loss
Profit/Loss.None,Profit/Loss.None,Profit/Loss.None
Profit/Loss.None,Missing,Missing
Missing,Profit/Loss.None,Profit/Loss.None
Missing,Profit/Loss.None,Missing
Merger/Acquisition.None,Merger/Acquisition.None,Merger/Acquisition.None
Legal.Conviction/Settlement,Profit/Loss.Decrease_Profit/Loss,Profit/Loss.Decrease_Profit/Loss
Macroeconomics.None,Missing,Missing
Legal.Conviction/Settlement,Legal.Proceeding,Legal.Conviction/Settlement
Expense.Decrease_Expense,Expense.Decrease_Expense,Expense.Decrease_Expense
SecurityValue.Decrease_SecurityValue,Missing,Missing
Profit/Loss.None,Profit/Loss.None,Profit/Loss.None
SecurityValue.None,Missing,Missing
Macroeconomics.None,Missing,Missing
Macroeconomics.None,Missing,FinancialReport.None
Profit/Loss.Increase_Profit/Loss,Missing,Missing
Macroeconomics.None,Missing,Missing
Dividend.Payment,Dividend.YieldRaise,Dividend.YieldRaise
Investment.None,Investment.None,Investment.None
Macroeconomics.None,Missing,Missing
Missing,CSR/Brand.None,Missing
Product/Service.None,Missing,Missing
Profit/Loss.Increase_Profit/Loss,Missing,Missing
Macroeconomics.None,Missing,Missing
Macroeconomics.None,Missing,Missing
Missing,Macroeconomics.None,Missing
FinancialReport.Miss,Missing,Missing
CSR/Brand.None,Legal.Conviction/Settlement,Legal.Conviction/Settlement
Legal.Conviction/Settlement,Missing,Missing
Expense.Decrease_Expense,Expense.Decrease_Expense,Expense.Decrease_Expense
Missing,CSR/Brand.None,Missing
Expense.Decrease_Expense,Missing,Expense.Decrease_Expense
Macroeconomics.None,Missing,Missing
Macroeconomics.None,Missing,Missing
Profit/Loss.None,FinancialReport.None,FinancialReport.None
Profit/Loss.None,FinancialReport.None,FinancialReport.None
Macroeconomics.None,Missing,Missing
Macroeconomics.None,Missing,Missing
Missing,Missing,FinancialReport.None
Missing,FinancialReport.None,Missing
Macroeconomics.None,Missing,Missing
Profit/Loss.Increase_Profit/Loss,Profit/Loss.Increase_Profit/Loss,Profit/Loss.Increase_Profit/Loss
Legal.Conviction/Settlement,Legal.Conviction/Settlement,Legal.Conviction/Settlement
Revenue.Increase_Revenue,Profit/Loss.Increase_Profit/Loss,Profit/Loss.Increase_Profit/Loss
Financing.None,Missing,Missing
Missing,Dividend.YieldRaise,FinancialReport.None
Financing.None,Missing,Missing
Missing,Missing,FinancialReport.None
Financing.None,Expense.Increase_Expense,Missing
Expense.Decrease_Expense,Expense.Decrease_Expense,Expense.Decrease_Expense
Expense.Decrease_Expense,Expense.Decrease_Expense,Missing
Revenue.Increase_Revenue,Revenue.Increase_Revenue,Revenue.Increase_Revenue
Legal.Conviction/Settlement,Legal.Conviction/Settlement,Legal.Conviction/Settlement
Profit/Loss.Decrease_Profit/Loss,Profit/Loss.Decrease_Profit/Loss,Profit/Loss.Decrease_Profit/Loss
Financing.None,Financing.None,Missing
Legal.Conviction/Settlement,Legal.Conviction/Settlement,Legal.Conviction/Settlement
Financing.None,Missing,Missing
Missing,CSR/Brand.None,Missing
Missing,Macroeconomics.None,Revenue.None
Revenue.Decrease_Revenue,Revenue.Decrease_Revenue,Revenue.Decrease_Revenue
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
Macroeconomics.None,Missing,Missing
Missing,Macroeconomics.None,Macroeconomics.None
Profit/Loss.None,Missing,Missing
SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
Financing.None,Missing,Missing
Missing,FinancialReport.None,Profit/Loss.None
Missing,SecurityValue.None,Missing
SecurityValue.None,Missing,Missing
Macroeconomics.None,Missing,Macroeconomics.None
Missing,Profit/Loss.Decrease_Profit/Loss,Profit/Loss.None
Profit/Loss.Decrease_Profit/Loss,Profit/Loss.None,Profit/Loss.Decrease_Profit/Loss
Missing,Missing,Investment.None
Product/Service.None,Product/Service.None,Missing
Product/Service.None,Product/Service.None,Missing
CSR/Brand.None,Missing,Missing
Product/Service.None,Product/Service.None,Missing
Macroeconomics.None,Macroeconomics.None,Missing
CSR/Brand.None,Missing,Missing
Product/Service.None,Product/Service.None,Missing
Product/Service.None,Product/Service.None,Missing
Product/Service.None,Product/Service.Cancellation/Recall,Missing
CSR/Brand.None,Missing,Missing
Employment.Start,Deal.None,Deal.None
Deal.None,Missing,Missing
Profit/Loss.None,Profit/Loss.None,Profit/Loss.None
Financing.None,Financing.None,Financing.None
Profit/Loss.None,Profit/Loss.None,Profit/Loss.None
Profit/Loss.None,Profit/Loss.None,Profit/Loss.None
CSR/Brand.None,Missing,Missing
Profit/Loss.None,Missing,Missing
Financing.None,Missing,Missing
Missing,Financing.None,Missing
Financing.None,Missing,Missing
SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
Profit/Loss.None,Profit/Loss.None,Profit/Loss.None
CSR/Brand.None,CSR/Brand.None,Missing
SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
Missing,SecurityValue.Decrease_SecurityValue,Missing
Profit/Loss.None,Profit/Loss.None,Profit/Loss.None
Missing,Profit/Loss.None,Profit/Loss.None
Profit/Loss.Decrease_Profit/Loss,Missing,Missing
Profit/Loss.None,Profit/Loss.None,Profit/Loss.None
Legal.Conviction/Settlement,Legal.Conviction/Settlement,Missing
Missing,Missing,Profit/Loss.None
Legal.Conviction/Settlement,Legal.Conviction/Settlement,Profit/Loss.None
Employment.None,Deal.None,Deal.None
Profit/Loss.None,Missing,Profit/Loss.None
Missing,Missing,Profit/Loss.None
Missing,CSR/Brand.None,Missing
Financing.None,Financing.None,Missing
Financing.None,Financing.None,Missing
Financing.None,Financing.None,Missing
Deal.None,Missing,Missing
Missing,Investment.None,Missing
Missing,Missing,Financing.None
Merger/Acquisition.None,Merger/Acquisition.None,Merger/Acquisition.None
Legal.Conviction/Settlement,Legal.Conviction/Settlement,Profit/Loss.None
Financing.None,Missing,Missing
Financing.None,Missing,Missing
Financing.None,Financing.None,Missing
Financing.None,Missing,Missing
Financing.None,Financing.None,Missing
Macroeconomics.None,Missing,Missing
Profit/Loss.None,Profit/Loss.None,Profit/Loss.None
Legal.Conviction/Settlement,Legal.Conviction/Settlement,Legal.Conviction/Settlement
CSR/Brand.None,CSR/Brand.None,Missing
Financing.None,Financing.None,Missing
Employment.None,Deal.None,Deal.None
Deal.None,Missing,Missing
Financing.None,Missing,Missing
Legal.Conviction/Settlement,Missing,Profit/Loss.None
SecurityValue.Increase_SecurityValue,Missing,Missing
Missing,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
Dividend.None,Dividend.None,Dividend.None
SecurityValue.None,FinancialReport.None,FinancialReport.None
Missing,FinancialReport.None,Missing
SecurityValue.None,Missing,Missing
SecurityValue.None,FinancialReport.None,FinancialReport.None
SecurityValue.Increase_SecurityValue,SecurityValue.None,Missing
Missing,Missing,SecurityValue.None
Missing,SecurityValue.None,SecurityValue.None
SecurityValue.Decrease_SecurityValue,SecurityValue.None,SecurityValue.None
Missing,SecurityValue.None,SecurityValue.None
Missing,Missing,SecurityValue.None
Missing,Missing,Macroeconomics.None
Missing,SecurityValue.None,SecurityValue.None
Missing,FinancialReport.Beat,Missing
SecurityValue.None,Missing,Missing
Financing.None,Rating.BuyOutperform,Rating.BuyOutperform
Financing.None,Rating.SellUnderperform,Rating.SellUnderperform
Macroeconomics.None,Missing,Missing
SecurityValue.Increase_SecurityValue,Missing,Missing
Missing,SecurityValue.None,SecurityValue.None
Missing,SecurityValue.None,SecurityValue.None
Missing,Missing,SecurityValue.None
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
Missing,SecurityValue.None,SecurityValue.None
Missing,SecurityValue.None,SecurityValue.None
Missing,FinancialReport.None,Missing
SecurityValue.None,Missing,Missing
SecurityValue.None,Missing,Missing
Financing.None,Rating.BuyOutperform,Rating.BuyOutperform
Financing.None,Rating.SellUnderperform,Rating.SellUnderperform
SecurityValue.None,SecurityValue.None,SecurityValue.None
Missing,SecurityValue.None,SecurityValue.None
Missing,Missing,SecurityValue.None
SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue,SecurityValue.Decrease_SecurityValue
Missing,SecurityValue.None,SecurityValue.None
Missing,FinancialReport.None,Missing
SecurityValue.None,Missing,Missing
SecurityValue.None,Missing,Missing
Financing.None,Rating.BuyOutperform,Rating.BuyOutperform
Financing.None,Rating.SellUnderperform,Rating.SellUnderperform
Macroeconomics.None,Missing,Missing
SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue,SecurityValue.Increase_SecurityValue
FinancialReport.Miss,Missing,Missing
Missing,FinancialReport.Miss,FinancialReport.Miss
Financing.None,Missing,Missing
Dividend.None,Dividend.None,Dividend.None
